date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:52	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:52%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-OptimizeIn.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-OptimizeIn.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:52	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:52%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-OptimizeSubqueries.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-OptimizeSubqueries.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:53	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:53%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PropagateEmptyRelation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PropagateEmptyRelation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:53	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:53%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PullupCorrelatedPredicates.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PullupCorrelatedPredicates.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:53	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:53%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PushDownPredicate.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PushDownPredicate.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:53	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:53%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PushPredicateThroughJoin.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-PushPredicateThroughJoin.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:54	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:54%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReorderJoin.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReorderJoin.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:54	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:54%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReplaceExpressions.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReplaceExpressions.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:55	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:55%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReplaceExceptWithAntiJoin.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReplaceExceptWithAntiJoin.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:56	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:55%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReplaceExceptWithFilter.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-ReplaceExceptWithFilter.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:56	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:56%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-RewriteCorrelatedScalarSubquery.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-RewriteCorrelatedScalarSubquery.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:56	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:56%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-RewriteExceptAll.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-RewriteExceptAll.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:57	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:56%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-RewritePredicateSubquery.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-RewritePredicateSubquery.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:57	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:57%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-SimplifyCasts.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Optimizer-SimplifyCasts.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:57	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:57%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-ExtractPythonUDFFromAggregate.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-ExtractPythonUDFFromAggregate.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:57	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:57%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-OptimizeMetadataOnlyQuery.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-OptimizeMetadataOnlyQuery.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:58	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:58%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-PruneFileSourcePartitions.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-PruneFileSourcePartitions.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:58	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:58%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-PushDownOperatorsToDataSource.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkOptimizer-PushDownOperatorsToDataSource.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:58	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:58%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-Aggregation.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-Aggregation.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:59	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:59%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-BasicOperators.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-BasicOperators.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:59	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:59%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-DataSourceStrategy.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-DataSourceStrategy.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:17:59	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:17:59%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-DataSourceV2Strategy.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-DataSourceV2Strategy.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-FileSourceStrategy.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-FileSourceStrategy.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:00	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:00%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-InMemoryScans.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-InMemoryScans.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-JoinSelection.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-JoinSelection.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-SpecialLimits.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SparkStrategy-SpecialLimits.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:01	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:01%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CollapseCodegenStages.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-CollapseCodegenStages.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-EnsureRequirements.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-EnsureRequirements.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExtractPythonUDFs.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExtractPythonUDFs.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-PlanSubqueries.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-PlanSubqueries.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:02	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:02%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ReuseExchange.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ReuseExchange.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ReuseSubquery.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ReuseSubquery.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Encoder.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Encoder.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:03	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:03%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Encoders.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-Encoders.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExpressionEncoder.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExpressionEncoder.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-RowEncoder.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-RowEncoder.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:04	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:04%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExpressionEncoder-LocalDateTime.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ExpressionEncoder-LocalDateTime.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-VectorizedParquetRecordReader.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-VectorizedParquetRecordReader.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-VectorizedColumnReader.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-VectorizedColumnReader.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SpecificParquetRecordReaderBase.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SpecificParquetRecordReaderBase.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:05	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:05%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ColumnVector.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ColumnVector.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WritableColumnVector.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WritableColumnVector.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-OnHeapColumnVector.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-OnHeapColumnVector.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:06	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:06%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-OffHeapColumnVector.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-OffHeapColumnVector.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:07	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:07%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ShuffledRowRDD.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-ShuffledRowRDD.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:07	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:07%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-webui.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-webui.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:07	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:07%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLListener.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLListener.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:08	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:08%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-QueryExecutionListener.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-QueryExecutionListener.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:08	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:08%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLAppStatusListener.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLAppStatusListener.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:08	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:08%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLAppStatusPlugin.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLAppStatusPlugin.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:09	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLAppStatusStore.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-SQLAppStatusStore.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:09	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WriteTaskStats.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WriteTaskStats.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:09	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BasicWriteTaskStats.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BasicWriteTaskStats.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:09	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:09%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WriteTaskStatsTracker.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WriteTaskStatsTracker.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:10	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:10%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BasicWriteTaskStatsTracker.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BasicWriteTaskStatsTracker.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:10	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:10%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WriteJobStatsTracker.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-WriteJobStatsTracker.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
11:18:10	3819/3819	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Mon,%2023%20May%202022%2015:18:10%20GMT	https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BasicWriteJobStatsTracker.html	C:/g/httrack/spark-sql-hive/Spark-Sql-Internals/jaceklaskowski.gitbooks.io/mastering-spark-sql/content/spark-sql-BasicWriteJobStatsTracker.html	(from https://jaceklaskowski.gitbooks.io/mastering-spark-sql/content/)
